grid_id,latitude,longitude,elevation_m,slope_deg,aspect_deg,ndvi,ndwi,iron_oxide_index,clay_index,ferrous_index,lst_k,acquisition_date,synthetic
GRID-0663,21.872676,80.201947,369.4,1.0,69.5,0.515,-0.223,1.184,1.027,1.194,305.5,2026-03-15,True
GRID-0664,21.872676,80.203124,384.1,1.0,248.1,0.495,-0.083,1.13,0.905,1.024,302.1,2026-03-15,True
GRID-0665,21.872676,80.2043,388.9,1.0,128.9,0.485,-0.051,0.815,1.105,0.78,303.8,2026-03-15,True
GRID-0666,21.873853,80.1643,372.2,10.6,48.5,0.492,-0.133,0.878,1.091,1.352,302.8,2026-03-15,True
GRID-0667,21.873853,80.165476,404.8,11.4,323.5,0.471,-0.107,1.374,1.188,0.85,299.8,2026-03-15,True
GRID-0668,21.873853,80.166653,422.6,16.3,174.7,0.441,0.025,1.188,1.031,0.906,303.7,2026-03-15,True
GRID-0669,21.873853,80.167829,428.3,22.6,157.5,0.489,-0.175,1.521,1.152,0.977,302.4,2026-03-15,True
GRID-0670,21.873853,80.169006,403.0,27.1,106.1,0.312,0.071,1.118,1.51,1.024,304.2,2026-03-15,True
GRID-0671,21.873853,80.170182,364.9,26.1,250.9,0.333,-0.3,1.279,1.343,1.08,303.8,2026-03-15,True
GRID-0672,21.873853,80.171359,322.2,26.1,68.3,0.413,0.028,1.038,0.968,0.935,304.1,2026-03-15,True
GRID-0673,21.873853,80.172535,294.3,21.6,67.2,0.16,-0.201,2.345,2.061,1.837,306.1,2026-03-15,True
GRID-0674,21.873853,80.173712,290.9,20.8,125.2,0.259,-0.357,1.73,2.269,1.889,310.3,2026-03-15,True
GRID-0675,21.873853,80.174888,310.5,12.7,263.7,0.24,-0.42,2.205,2.032,1.381,308.1,2026-03-15,True
GRID-0676,21.873853,80.176065,340.7,10.7,99.1,0.188,-0.18,2.075,1.875,1.526,307.6,2026-03-15,True
GRID-0677,21.873853,80.177241,384.5,4.7,299.3,0.406,-0.065,1.085,0.917,0.878,304.2,2026-03-15,True
GRID-0678,21.873853,80.178418,413.9,1.0,329.2,0.341,-0.078,1.183,1.172,1.147,305.5,2026-03-15,True
GRID-0679,21.873853,80.179594,425.0,1.0,199.6,0.484,0.101,1.166,1.015,1.289,303.0,2026-03-15,True
GRID-0680,21.873853,80.180771,421.3,1.0,24.8,0.54,-0.012,1.087,1.161,1.114,300.3,2026-03-15,True
GRID-0681,21.873853,80.181947,388.3,1.0,55.8,0.565,-0.008,0.808,1.144,1.033,301.7,2026-03-15,True
GRID-0682,21.873853,80.183124,349.1,1.0,106.4,0.392,-0.031,1.316,0.755,1.074,303.7,2026-03-15,True
GRID-0683,21.873853,80.1843,309.7,4.1,94.8,0.358,-0.157,1.231,1.113,1.032,300.2,2026-03-15,True
GRID-0684,21.873853,80.185476,295.0,9.3,132.2,0.258,-0.427,2.237,1.509,1.644,309.2,2026-03-15,True
GRID-0685,21.873853,80.186653,289.7,14.0,0.3,0.297,-0.284,2.025,1.926,1.68,311.3,2026-03-15,True
GRID-0686,21.873853,80.187829,315.9,17.5,229.7,0.228,-0.358,2.459,2.099,1.777,313.4,2026-03-15,True
GRID-0687,21.873853,80.189006,356.7,27.8,136.5,0.199,-0.171,1.961,2.023,1.749,311.5,2026-03-15,True
GRID-0688,21.873853,80.190182,391.2,26.0,66.8,0.279,-0.262,2.013,1.756,1.777,308.6,2026-03-15,True
GRID-0689,21.873853,80.191359,422.8,28.4,6.7,0.277,-0.249,1.757,1.873,1.616,311.7,2026-03-15,True
GRID-0690,21.873853,80.192535,427.1,25.9,308.5,0.128,-0.285,2.486,1.837,1.681,305.5,2026-03-15,True
GRID-0691,21.873853,80.193712,410.9,23.2,279.4,0.308,-0.331,2.442,1.65,1.717,306.6,2026-03-15,True
GRID-0692,21.873853,80.194888,379.5,16.6,86.0,0.16,-0.339,2.045,2.035,1.988,309.4,2026-03-15,True
GRID-0693,21.873853,80.196065,337.0,17.8,259.6,0.255,-0.201,2.117,1.772,1.941,308.2,2026-03-15,True
GRID-0694,21.873853,80.197241,304.2,6.6,237.0,0.444,-0.082,1.36,1.284,0.96,299.9,2026-03-15,True
GRID-0695,21.873853,80.198418,289.1,5.4,194.0,0.466,-0.106,1.025,1.114,0.854,300.6,2026-03-15,True
GRID-0696,21.873853,80.199594,302.0,1.7,139.5,0.299,-0.19,1.006,1.068,1.057,305.6,2026-03-15,True
GRID-0697,21.873853,80.200771,325.3,1.0,188.7,0.463,0.136,0.931,1.199,1.003,300.5,2026-03-15,True
GRID-0698,21.873853,80.201947,369.7,1.0,179.1,0.562,-0.07,1.871,0.938,0.956,302.1,2026-03-15,True
GRID-0699,21.873853,80.203124,407.5,1.0,198.5,0.449,-0.086,1.022,1.209,1.106,301.2,2026-03-15,True
GRID-0700,21.873853,80.2043,428.6,1.0,220.7,0.429,-0.251,1.046,0.907,1.109,300.6,2026-03-15,True
GRID-0701,21.875029,80.1643,370.5,13.4,116.1,0.393,0.068,1.151,1.043,0.829,305.1,2026-03-15,True
GRID-0702,21.875029,80.165476,414.9,19.8,230.7,0.368,-0.16,1.381,0.932,1.055,303.7,2026-03-15,True
GRID-0703,21.875029,80.166653,440.1,22.6,39.8,0.371,0.052,1.53,1.132,0.933,303.3,2026-03-15,True
GRID-0704,21.875029,80.167829,437.5,20.5,188.4,0.474,0.059,1.249,1.023,0.841,307.5,2026-03-15,True
GRID-0705,21.875029,80.169006,409.0,25.6,24.0,0.542,-0.021,1.046,1.244,0.9,303.4,2026-03-15,True
GRID-0706,21.875029,80.170182,360.1,25.6,300.7,0.603,-0.029,0.908,1.012,1.188,301.9,2026-03-15,True
GRID-0707,21.875029,80.171359,324.5,22.6,46.7,0.426,-0.04,0.973,1.204,1.119,303.9,2026-03-15,True
GRID-0708,21.875029,80.172535,288.9,20.8,314.5,0.433,-0.075,1.099,1.179,1.053,302.8,2026-03-15,True
GRID-0709,21.875029,80.173712,276.5,13.7,72.7,0.363,-0.37,2.266,1.58,1.538,309.5,2026-03-15,True
GRID-0710,21.875029,80.174888,297.6,9.5,174.7,0.283,-0.273,2.046,1.801,1.521,308.0,2026-03-15,True
GRID-0711,21.875029,80.176065,341.9,2.8,35.6,0.297,-0.183,0.887,1.1,1.336,304.5,2026-03-15,True
GRID-0712,21.875029,80.177241,383.8,1.8,205.6,0.361,0.052,1.033,1.121,1.312,304.4,2026-03-15,True
GRID-0713,21.875029,80.178418,418.9,1.0,301.1,0.445,-0.043,1.215,1.114,1.1,303.5,2026-03-15,True
GRID-0714,21.875029,80.179594,441.9,1.0,236.9,0.488,-0.178,1.458,0.927,1.164,304.1,2026-03-15,True
GRID-0715,21.875029,80.180771,426.4,1.0,189.3,0.498,0.037,1.058,0.876,1.28,301.3,2026-03-15,True
GRID-0716,21.875029,80.181947,389.9,3.9,252.5,0.446,-0.027,1.199,1.174,1.148,306.2,2026-03-15,True
GRID-0717,21.875029,80.183124,349.8,6.5,92.1,0.581,-0.011,0.802,1.269,0.822,302.8,2026-03-15,True
GRID-0718,21.875029,80.1843,307.3,9.1,131.9,0.298,-0.35,2.045,1.809,2.047,311.2,2026-03-15,True
GRID-0719,21.875029,80.185476,283.3,14.5,218.1,0.17,-0.124,1.999,1.939,1.802,314.3,2026-03-15,True
GRID-0720,21.875029,80.186653,285.9,17.3,25.5,0.315,-0.294,2.35,1.906,1.742,315.6,2026-03-15,True
GRID-0721,21.875029,80.187829,312.2,23.1,334.9,0.225,-0.229,2.85,2.016,1.568,310.1,2026-03-15,True
GRID-0722,21.875029,80.189006,354.6,24.6,75.1,0.252,-0.326,1.829,1.871,1.675,307.1,2026-03-15,True
GRID-0723,21.875029,80.190182,396.4,29.1,176.9,0.183,-0.335,2.083,1.762,1.594,308.3,2026-03-15,True
GRID-0724,21.875029,80.191359,435.5,27.3,320.3,0.241,-0.327,2.562,2.14,1.227,313.3,2026-03-15,True
GRID-0725,21.875029,80.192535,437.1,21.0,28.8,0.235,-0.376,1.891,1.789,1.815,315.9,2026-03-15,True
GRID-0726,21.875029,80.193712,422.6,20.5,288.4,0.269,-0.345,2.571,1.522,1.486,309.8,2026-03-15,True
GRID-0727,21.875029,80.194888,381.4,11.4,21.9,0.287,-0.199,2.16,2.033,1.781,311.5,2026-03-15,True
GRID-0728,21.875029,80.196065,336.3,9.2,200.9,0.447,-0.116,1.075,0.946,0.947,303.8,2026-03-15,True
GRID-0729,21.875029,80.197241,297.9,4.4,337.8,0.581,0.002,1.27,1.279,1.049,305.3,2026-03-15,True
GRID-0730,21.875029,80.198418,285.2,1.1,149.7,0.43,0.04,1.221,1.115,0.979,301.1,2026-03-15,True
GRID-0731,21.875029,80.199594,295.1,1.0,132.9,0.445,-0.129,1.772,0.996,1.088,305.1,2026-03-15,True
GRID-0732,21.875029,80.200771,320.2,1.0,255.0,0.538,-0.037,1.317,1.212,0.841,301.2,2026-03-15,True
GRID-0733,21.875029,80.201947,366.7,1.0,296.5,0.56,-0.107,1.543,1.252,0.857,304.8,2026-03-15,True
GRID-0734,21.875029,80.203124,410.1,1.0,95.7,0.57,-0.039,1.142,1.001,1.26,305.0,2026-03-15,True
GRID-0735,21.875029,80.2043,431.9,3.1,14.6,0.292,-0.156,1.295,1.21,1.092,303.8,2026-03-15,True
GRID-0736,21.876206,80.1643,376.2,21.3,25.3,0.377,0.045,1.515,1.151,1.1,302.9,2026-03-15,True
GRID-0737,21.876206,80.165476,404.5,23.1,109.4,0.58,-0.177,1.256,1.087,1.084,300.0,2026-03-15,True
GRID-0738,21.876206,80.166653,423.0,28.7,340.1,0.332,-0.105,1.539,0.916,0.99,305.2,2026-03-15,True
GRID-0739,21.876206,80.167829,420.2,26.2,345.8,0.481,-0.09,1.309,0.981,1.289,304.2,2026-03-15,True
GRID-0740,21.876206,80.169006,401.3,29.5,35.0,0.419,-0.128,1.158,1.263,1.065,300.8,2026-03-15,True
GRID-0741,21.876206,80.170182,361.6,26.0,261.1,0.369,-0.128,1.341,0.914,0.788,302.4,2026-03-15,True
GRID-0742,21.876206,80.171359,331.4,18.8,191.4,0.559,0.035,1.536,0.848,0.998,302.3,2026-03-15,True
GRID-0743,21.876206,80.172535,305.7,16.6,68.2,0.419,0.119,1.064,1.147,1.156,301.3,2026-03-15,True
GRID-0744,21.876206,80.173712,297.2,7.2,189.4,0.321,0.03,1.221,0.94,1.006,303.7,2026-03-15,True
GRID-0745,21.876206,80.174888,315.4,4.0,89.6,0.691,-0.098,1.427,1.106,1.067,305.5,2026-03-15,True
GRID-0746,21.876206,80.176065,345.0,1.0,225.1,0.653,-0.041,0.937,0.945,1.22,303.3,2026-03-15,True
GRID-0747,21.876206,80.177241,382.8,1.0,64.4,0.41,-0.145,1.42,1.144,1.07,296.7,2026-03-15,True
GRID-0748,21.876206,80.178418,414.3,1.0,269.7,0.403,-0.129,1.12,0.807,0.954,303.7,2026-03-15,True
GRID-0749,21.876206,80.179594,424.0,1.0,149.5,0.629,-0.135,0.94,0.905,1.322,299.0,2026-03-15,True
GRID-0750,21.876206,80.180771,415.7,1.0,38.0,0.368,-0.021,1.263,1.211,1.118,304.7,2026-03-15,True
GRID-0751,21.876206,80.181947,386.2,5.2,229.9,0.596,-0.217,1.089,1.399,0.851,306.6,2026-03-15,True
GRID-0752,21.876206,80.183124,348.5,9.9,128.9,0.282,-0.261,1.843,1.58,1.812,312.4,2026-03-15,True
GRID-0753,21.876206,80.1843,321.3,13.5,165.1,0.243,-0.236,1.9,1.847,1.546,308.8,2026-03-15,True
GRID-0754,21.876206,80.185476,300.6,21.1,239.5,0.251,-0.229,2.431,1.768,1.79,314.7,2026-03-15,True
GRID-0755,21.876206,80.186653,300.5,22.5,317.8,0.32,-0.442,1.972,2.076,1.714,312.8,2026-03-15,True
GRID-0756,21.876206,80.187829,320.0,25.5,60.1,0.151,-0.267,2.059,2.03,1.76,312.3,2026-03-15,True
GRID-0757,21.876206,80.189006,355.9,29.2,64.9,0.231,-0.255,2.177,1.399,1.684,313.3,2026-03-15,True
GRID-0758,21.876206,80.190182,385.6,25.4,144.6,0.262,-0.256,2.019,1.608,1.637,308.8,2026-03-15,True
GRID-0759,21.876206,80.191359,416.5,25.0,121.5,0.117,-0.314,2.421,1.739,1.539,306.2,2026-03-15,True
GRID-0760,21.876206,80.192535,429.5,17.2,56.9,0.214,-0.386,2.527,2.214,1.689,309.2,2026-03-15,True
GRID-0761,21.876206,80.193712,413.2,14.6,359.4,0.211,-0.263,2.257,2.112,1.775,308.6,2026-03-15,True
GRID-0762,21.876206,80.194888,375.6,8.2,159.5,0.197,-0.352,2.389,1.601,1.664,309.5,2026-03-15,True
GRID-0763,21.876206,80.196065,333.3,2.3,126.8,0.499,0.041,0.98,1.058,0.708,302.8,2026-03-15,True
GRID-0764,21.876206,80.197241,311.4,1.0,113.5,0.348,-0.097,0.889,1.1,1.152,302.5,2026-03-15,True
GRID-0765,21.876206,80.198418,305.0,1.0,356.9,0.729,-0.078,0.819,0.777,1.16,302.3,2026-03-15,True
GRID-0766,21.876206,80.199594,305.6,1.0,116.9,0.585,-0.126,0.691,1.256,0.958,303.2,2026-03-15,True
GRID-0767,21.876206,80.200771,333.4,1.0,133.8,0.526,-0.179,1.247,1.127,1.143,300.5,2026-03-15,True
GRID-0768,21.876206,80.201947,360.9,2.8,275.1,0.38,-0.062,1.121,1.223,1.111,302.1,2026-03-15,True
GRID-0769,21.876206,80.203124,399.4,7.4,155.0,0.606,0.121,1.702,1.267,1.046,300.2,2026-03-15,True
GRID-0770,21.876206,80.2043,425.0,12.1,261.3,0.683,-0.016,1.438,1.222,1.016,302.1,2026-03-15,True
GRID-0771,21.877382,80.1643,365.2,25.0,219.0,0.414,-0.132,1.219,1.159,1.063,300.2,2026-03-15,True
GRID-0772,21.877382,80.165476,382.0,25.4,202.7,0.293,-0.133,0.514,1.159,1.106,301.2,2026-03-15,True
GRID-0773,21.877382,80.166653,383.2,29.4,77.0,0.53,-0.224,1.17,1.036,1.218,301.8,2026-03-15,True
GRID-0774,21.877382,80.167829,385.8,24.4,275.7,0.368,0.043,1.606,1.117,0.937,301.7,2026-03-15,True
GRID-0775,21.877382,80.169006,377.0,21.5,333.4,0.4,0.053,1.214,1.005,1.003,302.0,2026-03-15,True
GRID-0776,21.877382,80.170182,361.2,19.7,91.5,0.322,-0.116,1.522,1.234,1.169,305.4,2026-03-15,True
GRID-0777,21.877382,80.171359,343.3,15.1,346.2,0.552,0.048,0.987,0.955,1.302,304.6,2026-03-15,True
GRID-0778,21.877382,80.172535,336.0,8.3,161.1,0.346,-0.105,1.12,1.071,1.316,301.2,2026-03-15,True
GRID-0779,21.877382,80.173712,337.1,8.4,143.0,0.524,0.027,1.262,1.159,1.064,303.9,2026-03-15,True
GRID-0780,21.877382,80.174888,341.8,2.2,261.5,0.522,-0.067,0.844,1.1,1.096,303.3,2026-03-15,True
GRID-0781,21.877382,80.176065,351.1,1.0,353.9,0.405,0.109,1.397,0.93,1.026,302.8,2026-03-15,True
GRID-0782,21.877382,80.177241,367.5,1.0,214.5,0.55,-0.207,1.631,1.161,0.993,303.1,2026-03-15,True
GRID-0783,21.877382,80.178418,386.8,1.0,186.3,0.511,0.028,1.222,1.103,0.991,302.3,2026-03-15,True
GRID-0784,21.877382,80.179594,378.7,1.5,357.6,0.548,0.124,1.627,1.044,0.829,304.1,2026-03-15,True
GRID-0785,21.877382,80.180771,387.9,6.2,108.7,0.477,-0.056,1.341,1.022,1.093,302.5,2026-03-15,True
GRID-0786,21.877382,80.181947,372.4,7.0,108.1,0.513,-0.143,1.362,0.968,1.012,299.1,2026-03-15,True
GRID-0787,21.877382,80.183124,355.5,12.0,79.9,0.22,-0.275,2.428,1.619,1.917,305.5,2026-03-15,True
GRID-0788,21.877382,80.1843,343.2,19.6,308.1,0.207,-0.278,1.925,1.867,1.578,309.3,2026-03-15,True
GRID-0789,21.877382,80.185476,335.4,23.5,7.8,0.177,-0.165,2.368,1.744,1.458,312.9,2026-03-15,True
GRID-0790,21.877382,80.186653,338.7,28.8,295.9,0.26,-0.303,2.133,1.909,1.664,310.7,2026-03-15,True
GRID-0791,21.877382,80.187829,344.1,28.1,248.3,0.234,-0.148,2.414,1.869,1.672,306.2,2026-03-15,True
GRID-0792,21.877382,80.189006,355.2,27.3,99.3,0.233,-0.325,2.317,1.903,1.77,312.1,2026-03-15,True
GRID-0793,21.877382,80.190182,373.0,22.2,199.3,0.323,-0.174,2.423,1.98,1.689,313.0,2026-03-15,True
GRID-0794,21.877382,80.191359,391.1,18.7,200.3,0.221,-0.359,2.134,2.022,1.605,312.0,2026-03-15,True
GRID-0795,21.877382,80.192535,381.7,13.7,333.3,0.114,-0.34,2.246,1.763,1.334,311.8,2026-03-15,True
GRID-0796,21.877382,80.193712,380.8,8.6,55.7,0.076,-0.299,2.029,1.918,1.326,309.1,2026-03-15,True
GRID-0797,21.877382,80.194888,370.1,4.1,13.6,0.455,0.088,1.53,1.018,1.123,302.6,2026-03-15,True
GRID-0798,21.877382,80.196065,354.4,1.0,128.0,0.26,-0.083,1.117,1.087,1.24,302.3,2026-03-15,True
GRID-0799,21.877382,80.197241,333.2,1.0,49.8,0.45,-0.074,0.892,0.75,1.011,303.5,2026-03-15,True
GRID-0800,21.877382,80.198418,331.2,1.0,132.1,0.397,0.019,1.193,1.293,0.798,302.5,2026-03-15,True
GRID-0801,21.877382,80.199594,333.8,1.0,209.6,0.43,-0.161,1.347,1.198,1.086,302.9,2026-03-15,True
GRID-0802,21.877382,80.200771,344.1,1.0,83.9,0.629,0.032,1.452,0.822,1.152,303.8,2026-03-15,True
GRID-0803,21.877382,80.201947,361.6,4.2,292.0,0.41,-0.052,0.75,1.106,0.99,303.1,2026-03-15,True
GRID-0804,21.877382,80.203124,375.1,13.8,33.1,0.531,-0.14,1.346,1.234,1.035,304.3,2026-03-15,True
GRID-0805,21.877382,80.2043,384.6,13.8,143.9,0.524,0.108,1.195,1.056,1.398,305.3,2026-03-15,True
GRID-0806,21.878559,80.1643,357.3,25.0,330.4,0.45,-0.012,0.852,0.969,1.149,298.9,2026-03-15,True
GRID-0807,21.878559,80.165476,348.0,29.2,264.3,0.648,-0.1,0.845,1.156,1.252,304.6,2026-03-15,True
GRID-0808,21.878559,80.166653,344.8,27.1,260.5,0.418,-0.066,1.457,1.095,1.109,303.9,2026-03-15,True
GRID-0809,21.878559,80.167829,338.9,23.3,285.4,0.678,-0.076,1.352,1.408,0.743,304.9,2026-03-15,True
GRID-0810,21.878559,80.169006,351.4,23.0,62.2,0.444,0.082,1.054,1.066,1.042,302.8,2026-03-15,True
GRID-0811,21.878559,80.170182,353.9,13.7,297.3,0.415,-0.09,0.884,1.066,1.151,302.5,2026-03-15,True
GRID-0812,21.878559,80.171359,370.5,10.7,248.3,0.554,-0.209,1.361,1.438,1.069,302.2,2026-03-15,True
GRID-0813,21.878559,80.172535,377.2,2.7,207.4,0.74,0.001,1.093,1.084,0.974,307.0,2026-03-15,True
GRID-0814,21.878559,80.173712,384.4,1.0,326.8,0.382,-0.094,1.208,1.035,1.026,303.7,2026-03-15,True
GRID-0815,21.878559,80.174888,376.1,1.0,214.3,0.619,-0.235,1.188,1.229,1.011,304.3,2026-03-15,True
GRID-0816,21.878559,80.176065,366.6,1.0,108.1,0.305,0.013,1.129,1.17,1.187,302.1,2026-03-15,True
GRID-0817,21.878559,80.177241,356.9,1.0,263.1,0.473,-0.132,1.689,0.967,1.264,303.5,2026-03-15,True
GRID-0818,21.878559,80.178418,347.2,1.0,207.5,0.481,-0.107,1.34,1.098,1.137,300.8,2026-03-15,True
GRID-0819,21.878559,80.179594,342.0,5.9,28.3,0.621,-0.238,1.332,1.164,1.192,298.3,2026-03-15,True
GRID-0820,21.878559,80.180771,347.7,6.9,20.1,0.442,-0.145,0.983,1.057,0.802,302.5,2026-03-15,True
GRID-0821,21.878559,80.181947,351.9,14.1,277.5,0.316,-0.297,2.151,1.902,1.838,315.1,2026-03-15,True
GRID-0822,21.878559,80.183124,365.2,17.3,125.3,0.19,-0.431,1.935,1.735,1.91,309.9,2026-03-15,True
GRID-0823,21.878559,80.1843,367.2,21.6,294.2,0.262,-0.374,2.103,1.88,1.834,309.6,2026-03-15,True
GRID-0824,21.878559,80.185476,379.6,25.7,149.9,0.196,-0.5,2.183,1.505,1.443,312.1,2026-03-15,True
GRID-0825,21.878559,80.186653,374.9,28.4,312.4,0.265,-0.305,2.4,1.741,1.83,309.4,2026-03-15,True
GRID-0826,21.878559,80.187829,375.6,26.4,313.1,0.125,-0.282,2.511,1.372,1.668,312.3,2026-03-15,True
GRID-0827,21.878559,80.189006,366.7,21.2,81.6,0.279,-0.286,2.119,1.831,1.475,310.8,2026-03-15,True
GRID-0828,21.878559,80.190182,352.0,18.8,235.0,0.226,-0.2,2.046,1.837,1.496,307.6,2026-03-15,True
GRID-0829,21.878559,80.191359,337.5,14.0,216.8,0.091,-0.225,2.058,1.856,1.708,307.6,2026-03-15,True
GRID-0830,21.878559,80.192535,340.0,7.3,4.1,0.57,-0.035,1.09,1.354,1.098,304.2,2026-03-15,True
GRID-0831,21.878559,80.193712,346.0,4.3,279.9,0.576,-0.164,1.421,1.123,1.393,302.6,2026-03-15,True
GRID-0832,21.878559,80.194888,355.8,1.0,137.7,0.608,-0.1,1.337,1.22,0.846,301.8,2026-03-15,True
GRID-0833,21.878559,80.196065,364.4,1.0,109.7,0.301,-0.134,1.147,1.0,0.986,300.5,2026-03-15,True
GRID-0834,21.878559,80.197241,375.0,1.0,14.8,0.427,-0.048,1.311,1.289,1.205,302.9,2026-03-15,True
GRID-0835,21.878559,80.198418,373.6,1.0,194.4,0.526,-0.227,1.167,1.074,1.127,304.0,2026-03-15,True
GRID-0836,21.878559,80.199594,378.1,2.5,53.8,0.391,-0.145,1.413,1.079,1.237,303.9,2026-03-15,True
GRID-0837,21.878559,80.200771,368.1,6.0,180.9,0.393,-0.22,1.599,1.159,1.082,302.9,2026-03-15,True
GRID-0838,21.878559,80.201947,360.9,10.0,79.5,0.523,-0.033,1.28,1.314,1.26,300.0,2026-03-15,True
GRID-0839,21.878559,80.203124,345.1,15.3,18.2,0.632,-0.026,1.03,1.137,1.337,304.6,2026-03-15,True
GRID-0840,21.878559,80.2043,338.5,23.6,263.4,0.404,-0.071,0.888,1.237,1.124,300.7,2026-03-15,True
GRID-0841,21.879735,80.1643,348.4,23.8,141.4,0.664,-0.051,1.354,1.281,0.726,303.6,2026-03-15,True
GRID-0842,21.879735,80.165476,315.9,28.9,160.4,0.613,-0.115,1.24,1.271,1.233,302.6,2026-03-15,True
GRID-0843,21.879735,80.166653,300.4,25.6,214.2,0.307,0.085,1.267,1.26,1.217,304.9,2026-03-15,True
GRID-0844,21.879735,80.167829,302.5,20.6,181.7,0.528,-0.043,1.175,1.192,0.994,302.1,2026-03-15,True
GRID-0845,21.879735,80.169006,324.5,20.4,80.0,0.424,0.032,1.063,1.063,0.95,304.4,2026-03-15,True
GRID-0846,21.879735,80.170182,356.4,11.7,104.3,0.563,-0.033,1.359,1.076,0.82,303.0,2026-03-15,True
GRID-0847,21.879735,80.171359,388.7,6.2,142.0,0.587,0.01,1.27,1.064,0.866,303.5,2026-03-15,True
GRID-0848,21.879735,80.172535,405.6,1.0,47.6,0.551,-0.006,1.152,1.007,1.163,305.1,2026-03-15,True
GRID-0849,21.879735,80.173712,416.1,1.0,29.7,0.428,0.08,1.215,1.007,1.159,301.1,2026-03-15,True
GRID-0850,21.879735,80.174888,411.2,1.1,205.7,0.581,-0.068,1.181,1.272,0.99,300.4,2026-03-15,True
GRID-0851,21.879735,80.176065,364.8,1.0,17.8,0.58,-0.095,1.256,1.3,1.055,302.3,2026-03-15,True
GRID-0852,21.879735,80.177241,344.0,1.0,143.7,0.427,0.002,1.203,1.04,1.254,304.8,2026-03-15,True
GRID-0853,21.879735,80.178418,308.2,4.3,30.6,0.457,-0.155,1.114,1.242,1.151,305.1,2026-03-15,True
GRID-0854,21.879735,80.179594,300.3,6.3,180.7,0.666,-0.144,0.894,1.166,0.859,303.0,2026-03-15,True
GRID-0855,21.879735,80.180771,308.7,13.4,278.6,0.227,-0.29,1.69,1.888,1.514,311.2,2026-03-15,True
GRID-0856,21.879735,80.181947,338.1,18.7,46.9,0.245,-0.319,2.133,1.517,1.615,311.5,2026-03-15,True
GRID-0857,21.879735,80.183124,367.0,21.1,48.6,0.186,-0.332,2.328,1.809,1.672,310.9,2026-03-15,True
GRID-0858,21.879735,80.1843,398.5,29.7,201.3,0.098,-0.345,2.45,1.959,1.618,308.9,2026-03-15,True
GRID-0859,21.879735,80.185476,416.7,26.9,175.6,0.201,-0.259,2.414,1.905,1.859,311.4,2026-03-15,True
GRID-0860,21.879735,80.186653,417.4,28.5,234.8,0.219,-0.108,2.451,1.586,1.629,309.7,2026-03-15,True
GRID-0861,21.879735,80.187829,393.7,24.0,70.6,0.277,-0.348,2.374,1.835,1.61,309.6,2026-03-15,True
GRID-0862,21.879735,80.189006,362.8,21.1,221.8,0.332,-0.193,2.321,1.637,1.476,312.6,2026-03-15,True
GRID-0863,21.879735,80.190182,330.6,16.9,264.8,0.205,-0.222,1.974,2.001,1.57,310.1,2026-03-15,True
GRID-0864,21.879735,80.191359,305.4,7.7,88.6,0.666,-0.079,0.803,1.214,0.899,305.6,2026-03-15,True
GRID-0865,21.879735,80.192535,295.3,5.3,25.8,0.41,0.008,1.398,1.296,0.821,303.3,2026-03-15,True
GRID-0866,21.879735,80.193712,315.6,1.0,279.6,0.525,-0.044,1.51,1.491,1.066,305.6,2026-03-15,True
GRID-0867,21.879735,80.194888,346.4,1.0,116.4,0.544,-0.11,1.077,0.949,1.454,301.6,2026-03-15,True
GRID-0868,21.879735,80.196065,380.9,1.0,332.7,0.491,-0.144,1.36,1.036,1.096,301.1,2026-03-15,True
GRID-0869,21.879735,80.197241,408.1,1.0,32.3,0.402,0.013,1.311,1.219,1.275,304.5,2026-03-15,True
GRID-0870,21.879735,80.198418,418.6,1.5,241.8,0.525,-0.076,1.143,1.416,1.066,302.0,2026-03-15,True
GRID-0871,21.879735,80.199594,408.2,7.7,152.5,0.498,-0.1,1.354,1.055,0.915,302.6,2026-03-15,True
GRID-0872,21.879735,80.200771,383.5,11.0,125.4,0.447,-0.206,1.247,1.264,1.027,305.2,2026-03-15,True
GRID-0873,21.879735,80.201947,355.9,15.9,115.5,0.577,-0.021,0.934,0.918,0.968,300.0,2026-03-15,True
GRID-0874,21.879735,80.203124,322.7,18.9,213.8,0.589,-0.052,1.096,1.246,1.165,304.8,2026-03-15,True
GRID-0875,21.879735,80.2043,300.9,23.8,8.7,0.457,0.095,1.135,1.104,0.857,300.8,2026-03-15,True
GRID-0876,21.880912,80.1643,344.9,23.8,109.7,0.487,-0.027,1.732,1.17,1.009,301.7,2026-03-15,True
GRID-0877,21.880912,80.165476,305.7,23.5,355.6,0.38,0.211,1.055,1.04,1.103,304.5,2026-03-15,True
GRID-0878,21.880912,80.166653,279.5,14.9,221.8,0.469,-0.11,1.062,1.203,1.124,301.2,2026-03-15,True
GRID-0879,21.880912,80.167829,284.0,12.9,356.5,0.541,0.026,1.12,1.3,0.934,300.8,2026-03-15,True
GRID-0880,21.880912,80.169006,309.6,11.8,159.2,0.578,-0.041,1.015,1.091,1.356,304.7,2026-03-15,True
GRID-0881,21.880912,80.170182,355.1,6.7,52.5,0.496,-0.074,0.791,1.079,0.737,305.7,2026-03-15,True
GRID-0882,21.880912,80.171359,402.0,1.0,16.2,0.477,0.082,1.119,1.157,0.964,301.3,2026-03-15,True
GRID-0883,21.880912,80.172535,429.8,1.0,294.5,0.557,0.034,1.832,1.191,1.22,303.9,2026-03-15,True
